"","AUTHOR","X","ARTICLE_ID","EXTERNAL_ID","EXTERNAL_AUTHOR_ID","HEADLINE","CONTENT","ARTICLE_URL","MEDIA_PROVIDER","REGION","LANGUAGE","POST_STATUS","PUBLISH_DATE","HARVESTED_DATE","SENTIMENT","VIEW_COUNT","COMMENT_COUNT","UNIQUE_COMMENTERS","ENGAGEMENT","LIKES_AND_VOTES","INBOUND_LINKS","FORUM_THREAD_SIZE","FOLLOWING","FOLLOWERS","UPDATES","POST_TYPE"
"1796","MICHAELCBURGESS",8821,7.57651e+11,9.82687e+17,15751083,"TWEET FROM: michaelcburgess","North Texas weather can be unpredictable, and we all should be prepared. Please join us at the 10th annual Emergency Preparedness Summit on April 28 at @leisd High School as we learn how to #PrepareNT. More info: https://t.co/mOGSANqrsh","http://twitter.com/15751083/statuses/982686842326781953","TWITTER","United States","English","No","4/7/2018 18:29","4/7/2018 18:29","Positive",0,0,0,0,0,0,-1,1827,26767,4998,""
"1797","MICHAELCBURGESS",3126,7.64217e+11,9.89199e+17,15751083,"TWEET FROM: michaelcburgess","I am deeply saddened by the loss of Dallas Police Officer Rogelio Santander, who passed away this morning from a fatal injury sustained in the line of duty.  My thoughts are with Officer Santander's family, @DallasPD, and the Dallas community.","http://twitter.com/15751083/statuses/989199420863471621","TWITTER","United States","English","No","4/25/2018 17:48","4/25/2018 17:48","Negative",0,0,0,0,0,0,-1,1831,26871,5024,""
"1798","MIKEKELLYPA",4905,7.6178e+11,9.86712e+17,935368364,"TWEET FROM: MikeKellyPA",".@MikeKellyPA at W&amp;M hearing w @SecretaryAcosta: ""back in our district… I heard a common refrain: The Tax Cuts and Jobs Act is working. But now businesses are faced with a different problem: finding qualified workers to fill jobs."" More highlights ⬇️ https://t.co/WzDSwee37r","http://twitter.com/935368364/statuses/986711742024740864","TWITTER","United States","English","No","4/18/2018 21:03","4/18/2018 21:03","Negative",0,0,0,0,0,0,-1,1236,10960,2186,"RETWEET"
"1799","MIKEKELLYPA",7400,7.59474e+11,9.84463e+17,935368364,"TWEET FROM: MikeKellyPA","I'm glad to have Butler, #PA's own Roger Newport, CEO of AK Steel, testifying before our committee on how the Trump administration's tariff policies can help his business and workers (and others throughout Western PA). Watch the hearing LIVE here: https://t.co/zImLVQJ6AJ #PA03 https://t.co/urUbiIokVW","http://twitter.com/935368364/statuses/984463118289031169","TWITTER","United States","English","No","4/12/2018 16:07","4/12/2018 16:08","Positive",0,0,0,0,0,0,-1,1234,10941,2175,"QUOTE_TWEET"
"1800","MIKEKELLYPA",3385,7.63906e+11,9.8889e+17,935368364,"TWEET FROM: MikeKellyPA","Glad to help @Erie_Insurance celebrate their 93rd anniversary at last week's ""topping out"" ceremony in downtown #Erie! Also applauded their decision to give new $1,000 bonuses/retirement contributions to their employees because of the #TaxCutsAndJobsAct! https://t.co/hy3ErX6hYW https://t.co/OIUkwLaToN","http://twitter.com/935368364/statuses/988889761732579328","TWITTER","United States","English","No","4/24/2018 21:17","4/24/2018 21:17","Positive",0,0,0,0,0,0,-1,1238,10977,2195,""
"1801","MIKEKELLYPA",1497,7.66333e+11,9.91334e+17,935368364,"TWEET FROM: MikeKellyPA","Trump deserves a Nobel Peace Prize for his efforts to end the standoff with North Korea, says South Korea's Moon https://t.co/BJIs3ZeEBn https://t.co/GTzNEbksjw","http://twitter.com/935368364/statuses/991333916631076864","TWITTER","United States","English","No","5/1/2018 15:09","5/1/2018 15:10","Neutral",0,0,0,0,0,0,-1,1239,10991,2199,"RETWEET"
"1802","MIKEKELLYPA",3834,7.63472e+11,9.88455e+17,935368364,"TWEET FROM: MikeKellyPA","Join Congressman Mike Kelly as he explains why the Child Welfare Provider Inclusion Act is a necessary solution to the targeting of faith-based adoption providers. @MikeKellyPA #FBlive #adoption NEW TIME! https://t.co/RBi5X9xoiU https://t.co/wXcuDhWCGf","http://twitter.com/935368364/statuses/988455430597771264","TWITTER","United States","English","No","4/23/2018 16:31","4/23/2018 16:32","Neutral",0,0,0,0,0,0,-1,1236,10968,2191,"RETWEET"
"1803","MIKEKELLYPA",5870,7.61332e+11,9.86273e+17,935368364,"TWEET FROM: MikeKellyPA","Today is #TaxDay — and thanks to pro-growth #TaxReform, it's the last time Americans will ever have to file taxes under the old, broken system! The #TaxCutsAndJobsAct reduces rates for households at *every* income level, which means bigger paychecks &amp; more take-home pay for all! https://t.co/TOB9jUunHI","http://twitter.com/935368364/statuses/986273135912804357","TWITTER","United States","English","No","4/17/2018 16:00","4/17/2018 16:00","Negative",0,0,0,0,0,0,-1,1236,10959,2181,""
"1804","MIKEKELLYPA",221,7.67553e+11,9.92492e+17,935368364,"TWEET FROM: MikeKellyPA","Great news for all Americans! A fantastic finish to #SmallBusinessWeek! https://t.co/nNwIQvGqyP #TaxCutsAndJobsAct #Winning #MAGA https://t.co/Dne837ecWM","http://twitter.com/935368364/statuses/992492249933144064","TWITTER","United States","English","No","5/4/2018 19:52","5/4/2018 19:52","Positive",0,0,0,0,0,0,-1,1239,10997,2205,"QUOTE_TWEET"
"1805","MIKEKELLYPA",1250,7.66463e+11,9.91463e+17,935368364,"TWEET FROM: MikeKellyPA","Today I was thrilled to host a face-to-face meeting with a group of students in #Erie to discuss solutions for reducing gun violence &amp; making schools safer. A great opportunity to hear their perspectives and share mine. https://t.co/IOM0JjMrG4 (photo courtesy of @GoErie) #PA03 https://t.co/O6o1mv8FJV","http://twitter.com/935368364/statuses/991463011645878272","TWITTER","United States","English","No","5/1/2018 23:42","5/1/2018 23:43","Positive",0,0,0,0,0,0,-1,1239,10990,2201,""
"1806","MIKEKELLYPA",3547,7.6382e+11,9.88807e+17,935368364,"TWEET FROM: MikeKellyPA","My new piece in @TheHill lays out the damage already being done by the ACA's #CadillacTax to hardworking Americans' wallets &amp; well-being, &amp; why *full repeal* is the only solution. Most agree -- Rs &amp; Ds, biz &amp; labor, docs &amp; more: this dangerous tax must go! https://t.co/DXqFG0U0ch","http://twitter.com/935368364/statuses/988807353771483136","TWITTER","United States","English","No","4/24/2018 15:50","4/24/2018 15:50","Negative",0,0,0,0,0,0,-1,1237,10978,2194,""
"1807","MIKEKELLYPA",6460,7.60698e+11,9.85669e+17,935368364,"TWEET FROM: MikeKellyPA","'@ETNpalattella My staff and I have happily gone out of our way to accommodate the students and hear their concerns. The substantial benefits of an in-person meeting with a member of Congress should not be downplayed, nor should our efforts to also arrange a full student assembly at a local HS.'","http://twitter.com/935368364/statuses/985669061710315520","TWITTER","United States","English","No","4/15/2018 23:59","4/16/2018 0:00","Positive",0,0,0,0,0,0,-1,1235,10958,2179,""
"1808","MIKEKELLYPA",5140,7.61711e+11,9.86642e+17,935368364,"TWEET FROM: MikeKellyPA","Nothing could better underscore the importance of getting America's top diplomat in place for such a time as this. Dems have an opportunity to put politics aside, acknowledge our national security is too important, and confirm Mike Pompeo. Statesmanship. https://t.co/HiClCEnP3B","http://twitter.com/935368364/statuses/986641512913100801","TWITTER","United States","English","No","4/18/2018 16:24","4/18/2018 16:24","Positive",0,0,0,0,0,0,-1,1236,10960,2185,"RETWEET"
"1809","MIKEKELLYPA",673,7.67135e+11,9.92091e+17,935368364,"TWEET FROM: MikeKellyPA","Americans don’t have to wait to see positive changes from #taxreform. The #TaxCuts are helping them now – not in 10 years, not in one year, right now. How? ⬇️ https://t.co/zLdS2lCvK2","http://twitter.com/935368364/statuses/992090867182718977","TWITTER","United States","English","No","5/3/2018 17:17","5/3/2018 17:17","Positive",0,0,0,0,0,0,-1,1239,10998,2203,"RETWEET"
"1810","MIKEKELLYPA",4128,7.62513e+11,9.87459e+17,935368364,"TWEET FROM: MikeKellyPA","Good news for #Erie, along with #Butler, #NewCastle, and #Sharon! Glad this exciting pro-growth revitalization program was included in the #TaxCutsAndJobsAct! #PA03 https://t.co/bkb9pF9nmO","http://twitter.com/935368364/statuses/987459243245821952","TWITTER","United States","English","No","4/20/2018 22:33","4/20/2018 22:33","Positive",0,0,0,0,0,0,-1,1236,10965,2190,"QUOTE_TWEET"
"1811","MIKEKELLYPA",5988,7.61303e+11,9.86251e+17,935368364,"TWEET FROM: MikeKellyPA","Rep. Mike Kelly: Tax Reform is Making America Competitive Again https://t.co/FsAHQkHBkv","http://twitter.com/935368364/statuses/986251340870537216","TWITTER","United States","English","No","4/17/2018 14:33","4/17/2018 14:33","Neutral",0,0,0,0,0,0,-1,1236,10956,2180,"RETWEET"
"1812","MIKEKELLYPA",2753,7.64552e+11,9.89533e+17,935368364,"TWEET FROM: MikeKellyPA","As co-chairman of the Congressional #Korea Caucus, I’ll be closely monitoring tomorrow’s historic South-North Korea Summit at the JSA/DMZ. I wish President Moon-Jae every success. I’m always proud to stand strong with our great friend and ally, the Republic of Korea. 🇺🇸🇰🇷","http://twitter.com/935368364/statuses/989532983211196416","TWITTER","United States","English","No","4/26/2018 15:53","4/26/2018 15:53","Positive",0,0,0,0,0,0,-1,1239,10990,2198,""
"1813","MIKEKELLYPA",4474,7.62124e+11,9.87061e+17,935368364,"TWEET FROM: MikeKellyPA","The number of companies providing new benefits to their employees because of the #TaxCutsandJobsAct is on the daily rise. Have you been keeping up? Check out → https://t.co/l2luz1Hvhv","http://twitter.com/935368364/statuses/987060942394585088","TWITTER","United States","English","No","4/19/2018 20:10","4/19/2018 20:10","Positive",0,0,0,0,0,0,-1,1236,10965,2188,"RETWEET"
"1814","MIKEKELLYPA",4112,7.62552e+11,9.87503e+17,935368364,"TWEET FROM: MikeKellyPA","BREAKING: North Korea is suspending nuclear and missile tests and shutting a nuclear test site ahead of Trump summit, a source says. https://t.co/UYpqI3esEb https://t.co/Swqrf1y56T","http://twitter.com/935368364/statuses/987503200939970565","TWITTER","United States","English","No","4/21/2018 1:28","4/21/2018 1:28","Negative",0,0,0,0,0,0,-1,1236,10968,2191,"RETWEET"
"1815","MIKEKELLYPA",5534,7.61434e+11,9.86376e+17,935368364,"TWEET FROM: MikeKellyPA","Today the House unanimously passed my bipartisan bill, co-sponsored by @RepStephMurphy, to protect Americans from charity scams that exploit our nation's unparalleled spirit of generosity. Our bill makes it easier to stop/punish bad actors using greater transparency &amp; technology. https://t.co/kpOMv6EC18","http://twitter.com/935368364/statuses/986375582576455682","TWITTER","United States","English","No","4/17/2018 22:47","4/17/2018 22:47","Negative",0,0,0,0,0,0,-1,1236,10964,2183,""
"1816","MIKEKELLYPA",3794,7.635e+11,9.88484e+17,935368364,"TWEET FROM: MikeKellyPA","Thanks again for having me, and for everything that @UPMC does! https://t.co/mQpcqvNeUw","http://twitter.com/935368364/statuses/988483911176085504","TWITTER","United States","English","No","4/23/2018 18:25","4/23/2018 18:25","Neutral",0,0,0,0,0,0,-1,1237,10969,2193,"QUOTE_TWEET"
"1817","MIKEKELLYPA",662,7.67139e+11,9.92094e+17,935368364,"TWEET FROM: MikeKellyPA","Wonderful news on this #NationalDayOfPrayer! https://t.co/9r3kDBJsFB","http://twitter.com/935368364/statuses/992094243538714626","TWITTER","United States","English","No","5/3/2018 17:31","5/3/2018 17:31","Positive",0,0,0,0,0,0,-1,1239,10998,2204,"QUOTE_TWEET"
"1818","MIKEKELLYPA",6820,7.599e+11,9.84877e+17,935368364,"TWEET FROM: MikeKellyPA","As I head home to #PA03 for the weekend, I think about all the households throughout Western #PA who balance their budgets each year to avoid debt &amp; bankruptcy. A #BalancedBudgetAmendment would force the federal gov't to do the same. For our kids/grandkids, this fight must go on!","http://twitter.com/935368364/statuses/984877311534272517","TWITTER","United States","English","No","4/13/2018 19:33","4/13/2018 19:33","Negative",0,0,0,0,0,0,-1,1235,10939,2177,""
"1819","MIKEKELLYPA",7127,7.59564e+11,9.84556e+17,935368364,"TWEET FROM: MikeKellyPA","Proud to join @GroverNorquist at today's @TaxReformer press conf. to celebrate the last-ever #TaxDay under our nation's old, broken tax code. Thanks to the #TaxCutsAndJobsAct, millions of hardworking Americans are already enjoying the benefits of lower taxes &amp; more take-home pay! https://t.co/JRRBe9dTV8","http://twitter.com/935368364/statuses/984555531946938369","TWITTER","United States","English","No","4/12/2018 22:15","4/12/2018 22:15","Positive",0,0,0,0,0,0,-1,1234,10937,2176,""
"1820","MIKEKELLYPA",4809,7.61806e+11,9.86739e+17,935368364,"TWEET FROM: MikeKellyPA","Proud to help pass bipartisan legislation to ensure that with a new tax code comes a new #IRS that exists to serve American taxpayers—and not the other way around. Glad to see my bipartisan bill to stop charity fraud be included in #TaxpayerFirst package: https://t.co/YFY7n4Kftq https://t.co/imPaUhDBBv","http://twitter.com/935368364/statuses/986739486729080832","TWITTER","United States","English","No","4/18/2018 22:53","4/18/2018 22:53","Positive",0,0,0,0,0,0,-1,1236,10960,2187,""
"1821","MIKEKELLYPA",7715,7.59167e+11,9.84167e+17,935368364,"TWEET FROM: MikeKellyPA","W&amp;M is taking a bold #bipartisan step to redesign the IRS into an agency with one singular mission: taxpayer service.  #TaxpayerFirst","http://twitter.com/935368364/statuses/984167358238543874","TWITTER","United States","English","No","4/11/2018 20:32","4/11/2018 20:32","Positive",0,0,0,0,0,0,-1,1234,10938,2174,"RETWEET"
"1822","MIKEKELLYPA",1107,7.66722e+11,9.9171e+17,935368364,"TWEET FROM: MikeKellyPA","Congratulations to my friend &amp; former colleague Mike Pompeo on being sworn-in as our nation's 70th Secretary of State! I have total confidence that @SecPompeo will lead the @StateDept with honor, wisdom, &amp; tremendous patriotism as chief diplomat of our exceptional country! #MAGA https://t.co/DC6pzxAEdc","http://twitter.com/935368364/statuses/991710058147823616","TWITTER","United States","English","No","5/2/2018 16:04","5/2/2018 16:04","Positive",0,0,0,0,0,0,-1,1239,10996,2202,"QUOTE_TWEET"
"1823","MIKEKELLYPA",5857,7.61337e+11,9.86277e+17,935368364,"TWEET FROM: MikeKellyPA","With a brand-new tax code thanks to the #TaxCutsAndJobsAct, hardworking taxpayers can look forward to lower rates, a much simpler filing process, a doubled standard deduction, a doubled child tax credit, &amp; relief from Obamacare's unfair/ineffective individual mandate! #TaxDay2018 https://t.co/8wY45Ddena","http://twitter.com/935368364/statuses/986276994487857152","TWITTER","United States","English","No","4/17/2018 16:15","4/17/2018 16:15","Negative",0,0,0,0,0,0,-1,1236,10959,2182,""
"1824","MIKEKELLYPA",3134,7.64212e+11,9.89195e+17,935368364,"TWEET FROM: MikeKellyPA","This morning I was glad to hear the leader of our oldest ally pay tribute to our nations' enduring friendship. By summoning the words of both Reagan &amp; Roosevelt, #PresidentMacron affirmed the need for us to lead with strength &amp; confidence on the world stage in defense of freedom.","http://twitter.com/935368364/statuses/989194561464537088","TWITTER","United States","English","No","4/25/2018 17:28","4/25/2018 17:29","Positive",0,0,0,0,0,0,-1,1239,10981,2197,""
"1825","MIKEKELLYPA",8610,7.58383e+11,9.8341e+17,935368364,"TWEET FROM: MikeKellyPA","Last week's district work period allowed me to travel all over Western #PA to visit the people &amp; places that help make #PA03 proud &amp; prosperous — from Butler to Sharon to Erie, from steel mills to chocolate factories and beyond! Check out more photos here: https://t.co/0eywxyGuDv https://t.co/siPpcNhHYG","http://twitter.com/935368364/statuses/983409926990069760","TWITTER","United States","English","No","4/9/2018 18:22","4/9/2018 18:23","Positive",0,0,0,0,0,0,-1,1234,10936,2173,""
"1826","MIKEKELLYPA",1475,7.66346e+11,9.91344e+17,935368364,"TWEET FROM: MikeKellyPA","Strongly stated! #MAGA https://t.co/Am6fTeDl8R","http://twitter.com/935368364/statuses/991343594421268481","TWITTER","United States","English","No","5/1/2018 15:48","5/1/2018 15:49","Positive",0,0,0,0,0,0,-1,1239,10992,2200,""
"1827","MIKEKELLYPA",4182,7.62481e+11,9.8742e+17,935368364,"TWEET FROM: MikeKellyPA","I'm very proud to once again lead the effort to ensure the beaches of @PresqueIsleSP remain healthy. Protecting this natural &amp; economic treasure is imperative. Glad to have the area's other federal leaders on board. Read our letter to @USACEHQ: https://t.co/FHbXsabmkZ #Erie #PA","http://twitter.com/935368364/statuses/987420447334633473","TWITTER","United States","English","No","4/20/2018 19:59","4/20/2018 19:59","Positive",0,0,0,0,0,0,-1,1236,10965,2189,""
"1828","MIKEKELLYPA",6691,7.59989e+11,9.84974e+17,935368364,"TWEET FROM: MikeKellyPA","God bless America and our allies! All that is necessary for evil to prevail is for the good to do nothing. #SyriaStrikes https://t.co/xPJCkMZSJg","http://twitter.com/935368364/statuses/984974448964132864","TWITTER","United States","English","No","4/14/2018 1:59","4/14/2018 1:59","Positive",0,0,0,0,0,0,-1,1235,10942,2178,"QUOTE_TWEET"
"1829","MIKEKELLYPA",3283,7.64149e+11,9.89142e+17,935368364,"TWEET FROM: MikeKellyPA","Sensible policy should encourage employers to offer the fullest range of health plans to their associates, not punish them with an unfair tax for doing so. Before it kills coverage for millions of US workers, the #CadillacTax must be sent to the junkyard. https://t.co/DXqFG0U0ch","http://twitter.com/935368364/statuses/989141919296081920","TWITTER","United States","English","No","4/25/2018 13:59","4/25/2018 13:59","Negative",0,0,0,0,0,0,-1,1238,10979,2196,""
"1830","MIKEKELLYPA",5397,7.61482e+11,9.86423e+17,935368364,"TWEET FROM: MikeKellyPA","Barbara Bush was more than the matriarch of the Bush family—she was a majestic icon of American public life. For decades she fought for a brighter future for every single citizen, especially children. Our entire country is better off because of her grace, patriotism &amp; character.","http://twitter.com/935368364/statuses/986422663471140864","TWITTER","United States","English","No","4/18/2018 1:54","4/18/2018 1:54","Positive",0,0,0,0,0,0,-1,1236,10962,2184,""
"1831","REP_HUNTER",6237,7.61019e+11,9.85971e+17,1305596696,"TWEET FROM: Rep_Hunter","Did you know that April is the Month of the Military Child?  This is a time to honor the sacrifices made by our military families, especially our military kids. #MonthoftheMilitaryChild #WearPurple #PurpleUp #KidsServeToo","http://twitter.com/1305596696/statuses/985971169596764161","TWITTER","Canada","English","No","4/16/2018 20:00","4/16/2018 20:00","Positive",0,0,0,0,0,0,-1,242,14599,457,""
"1832","REP_HUNTER",1741,7.66013e+11,9.91004e+17,1305596696,"TWEET FROM: Rep_Hunter","Calling all #CA50 high school artist! TODAY, April 30th is the deadline to participate in the 2018-2019 #CongressionalArtCompetition!  Artwork is due to my El Cajon Office by COB.  Please visit https://t.co/PSedxm3dRu for more info! https://t.co/tg9WSD4a80","http://twitter.com/1305596696/statuses/991003885283217410","TWITTER","Canada","English","No","4/30/2018 17:18","4/30/2018 17:18","Positive",0,0,0,0,0,0,-1,244,14686,475,""
"1833","REP_HUNTER",5956,7.61311e+11,9.86257e+17,1305596696,"TWEET FROM: Rep_Hunter","The @USCBO now projects 156.8 million jobs in America by year-end 2027—2.6 million more jobs than in its June 2017 Budget and Economic Outlook. CBO attributes an average of 1.1 million additional jobs over the next 10 years to the recently enacted Tax Cuts and Jobs Act.","http://twitter.com/1305596696/statuses/986257112287375360","TWITTER","Canada","English","No","4/17/2018 14:56","4/17/2018 14:56","Positive",0,0,0,0,0,0,-1,242,14604,459,""
"1834","REP_HUNTER",5786,7.61364e+11,9.86302e+17,1305596696,"TWEET FROM: Rep_Hunter","Don't forget to register for the 2018 #CongressionalArtCompetition by Friday, April 30th! The winning entry will be displayed in the @uscapitol. https://t.co/kyTmA3TAl4","http://twitter.com/1305596696/statuses/986301890811125765","TWITTER","Canada","English","No","4/17/2018 17:54","4/17/2018 17:54","Positive",0,0,0,0,0,0,-1,242,14605,460,""
"1835","REP_HUNTER",4498,7.62118e+11,9.87054e+17,1305596696,"TWEET FROM: Rep_Hunter","I was honored to receive the 2018 .@IFDA Thomas Jefferson Award, recognizing my support for legislation that promotes free enterprise!  I appreciate IFDA’s support on the DRIVE Safe Act. https://t.co/CnI8bUjQlq","http://twitter.com/1305596696/statuses/987053726711074816","TWITTER","Canada","English","No","4/19/2018 19:42","4/19/2018 19:42","Positive",0,0,0,0,0,0,-1,243,14627,465,""
"1836","REP_HUNTER",274,7.6753e+11,9.92467e+17,1305596696,"TWEET FROM: Rep_Hunter","ICYMI, here is a story regarding our efforts to protect against the foreign leasing of a critical containership company in Delaware.  Let me know what you think.  https://t.co/652RqRuRFh","http://twitter.com/1305596696/statuses/992466664196370433","TWITTER","Canada","English","No","5/4/2018 18:11","5/4/2018 18:11","Negative",0,0,0,0,0,0,-1,244,14696,478,""
"1837","REP_HUNTER",5081,7.61731e+11,9.86659e+17,1305596696,"TWEET FROM: Rep_Hunter",".@NatResources passed my bill, H.R. 788, providing state fish and game agencies more flexibility to use federal funds for the development, expansion and maintenance of public shooting ranges.  Help spread the word to those in our recreational communities. https://t.co/VJ4poE4CHQ","http://twitter.com/1305596696/statuses/986659333785227265","TWITTER","Canada","English","No","4/18/2018 17:34","4/18/2018 17:34","Positive",0,0,0,0,0,0,-1,243,14626,460,""
"1838","REP_HUNTER",8842,7.57573e+11,9.82624e+17,1305596696,"TWEET FROM: Rep_Hunter","If you missed it earlier: I discussed border security and sanctuary cities on @FoxandFriends with @PeteHegseth. #BetterWithFriends #FoxandFriends                                Watch my full interview ↓  https://t.co/9HNFjUkPsu","http://twitter.com/1305596696/statuses/982624315119210496","TWITTER","Canada","English","No","4/7/2018 14:21","4/7/2018 14:21","Positive",0,0,0,0,0,0,-1,242,14553,455,""
"1839","REP_HUNTER",2068,7.65023e+11,9.89999e+17,1305596696,"TWEET FROM: Rep_Hunter","If you missed it earlier: I discussed North Korea and illegal immigration on @FoxBusiness with @Varneyco.                             Watch my full interview ↓ https://t.co/ryz2ndG2Xp","http://twitter.com/1305596696/statuses/989999378696990721","TWITTER","Canada","English","No","4/27/2018 22:46","4/27/2018 22:47","Negative",0,0,0,0,0,0,-1,244,14676,474,""
"1840","REP_HUNTER",8852,7.57549e+11,9.82605e+17,1305596696,"TWEET FROM: Rep_Hunter","TUNE IN ALERT: @Rep_Hunter joins us live at 9:15am/ET! https://t.co/XBgBXqmDcD","http://twitter.com/1305596696/statuses/982604776729956352","TWITTER","Canada","English","No","4/7/2018 13:03","4/7/2018 13:03","Neutral",0,0,0,0,0,0,-1,241,14534,453,"RETWEET"
"1841","REP_HUNTER",1740,7.66013e+11,9.91004e+17,1305596696,"TWEET FROM: Rep_Hunter","Calling all #CA50 high school artists! TODAY, April 30th is the deadline to participate in the 2018-2019 #CongressionalArtCompetition!  Artwork is due to my El Cajon Office by COB.  Please visit https://t.co/PSedxm3dRu for more info! https://t.co/vRrorQtwg0","http://twitter.com/1305596696/statuses/991004083086680073","TWITTER","Canada","English","No","4/30/2018 17:19","4/30/2018 17:19","Positive",0,0,0,0,0,0,-1,244,14686,475,""
"1842","REP_HUNTER",4872,7.61788e+11,9.8672e+17,1305596696,"TWEET FROM: Rep_Hunter","I am honored to receive the California Council of the Military Officers Association of America Congressional Leadership Award.  I appreciate all that @MilitaryOfficer does to support our nation’s military and our veterans. https://t.co/5YDKH8euDz","http://twitter.com/1305596696/statuses/986720303505080321","TWITTER","Canada","English","No","4/18/2018 21:37","4/18/2018 21:37","Positive",0,0,0,0,0,0,-1,243,14627,462,""
"1843","REP_HUNTER",4396,7.62181e+11,9.87122e+17,1305596696,"TWEET FROM: Rep_Hunter","Momentum is building behind H.R. 788, a bill that creates and expands gun ranges on public lands and increases #wildlife restoration. #2A https://t.co/DDvhB9TuLq","http://twitter.com/1305596696/statuses/987122419981799424","TWITTER","Canada","English","No","4/20/2018 0:14","4/20/2018 0:15","Positive",0,0,0,0,0,0,-1,243,14634,466,"RETWEET"
"1844","REP_HUNTER",4526,7.62106e+11,9.87041e+17,1305596696,"TWEET FROM: Rep_Hunter","Yesterday, the .@SD_BldgTrades came by to discuss infrastructure investment and apprenticeship programs in San Diego. Thank you for visiting! https://t.co/NAwWuPWL4u","http://twitter.com/1305596696/statuses/987040989209653249","TWITTER","Canada","English","No","4/19/2018 18:51","4/19/2018 18:51","Positive",0,0,0,0,0,0,-1,243,14630,464,""
"1845","REP_HUNTER",2186,7.64966e+11,9.89934e+17,1305596696,"TWEET FROM: Rep_Hunter","https://t.co/OVCiz4iKzN  #bordersecurity #bluelivesmatter","http://twitter.com/1305596696/statuses/989933632080023552","TWITTER","Canada","English","No","4/27/2018 18:25","4/27/2018 18:25","Neutral",0,0,0,0,0,0,-1,243,14674,472,""
"1846","REP_HUNTER",8856,7.57526e+11,9.82584e+17,1305596696,"TWEET FROM: Rep_Hunter","Good Morning, San Diego! I will be on @FoxNews discussing border security and immigration at 6:15am PST.  See you soon @HuntsmanAbby @PeteHegseth @edhenry @foxandfriends #BetterWithFriends #FoxandFriends","http://twitter.com/1305596696/statuses/982584157208481792","TWITTER","Canada","English","No","4/7/2018 11:41","4/7/2018 11:41","Positive",0,0,0,0,0,0,-1,241,14527,452,""
"1847","REP_HUNTER",4499,7.62117e+11,9.87053e+17,1305596696,"TWEET FROM: Rep_Hunter","I was honored to receive the 2018 @IFDA Thomas Jefferson Award, recognizing my support for legislation that promotes free enterprise!  I appreciate IFDA’s support on the DRIVE Safe Act. https://t.co/ZhDbtbBGJx","http://twitter.com/1305596696/statuses/987053447462744066","TWITTER","Canada","English","No","4/19/2018 19:40","4/19/2018 19:41","Positive",0,0,0,0,0,0,-1,243,14627,465,""
"1848","REP_HUNTER",4223,7.62463e+11,9.87401e+17,1305596696,"TWEET FROM: Rep_Hunter","Congrats to Isabella Richards for receiving the .@Op_Homefront 2018 Military of the Year Award for the .@USNavy!  She spent countless hours volunteering at the Warrior Foundation Freedom Station and the .@USOSanDiego. Thank you for your support to our troops and our community! https://t.co/uRPjQS8YzN","http://twitter.com/1305596696/statuses/987400865928613888","TWITTER","Canada","English","No","4/20/2018 18:41","4/20/2018 18:41","Positive",0,0,0,0,0,0,-1,243,14636,467,""
"1849","REP_HUNTER",3784,7.63505e+11,9.8849e+17,1305596696,"TWEET FROM: Rep_Hunter","Congratulations to Santana High School Robotics Team for reaching the finals of the Robotics World Championship! Great Job! #STEM https://t.co/ZBQHXmssl6","http://twitter.com/1305596696/statuses/988489835936731136","TWITTER","Canada","English","No","4/23/2018 18:48","4/23/2018 18:48","Positive",0,0,0,0,0,0,-1,243,14654,469,""
"1850","REP_HUNTER",271,7.67532e+11,9.92469e+17,1305596696,"TWEET FROM: Rep_Hunter","This week is National #SmallBusinessWeek.  I encourage everyone to shop local and support #CA50 small businesses. https://t.co/6NOsz8K6wc","http://twitter.com/1305596696/statuses/992469072964136960","TWITTER","Canada","English","No","5/4/2018 18:20","5/4/2018 18:20","Positive",0,0,0,0,0,0,-1,244,14695,479,""
"1851","REP_HUNTER",8857,7.57526e+11,9.82584e+17,1305596696,"TWEET FROM: Rep_Hunter","Good Morning, San Diego! I will be on @FoxNews discussing border security and immigration at 6:15am PST.  See you soon HuntsmanAbby @PeteHegseth @edhenry @foxandfriends #BetterWithFriends #FoxandFriends","http://twitter.com/1305596696/statuses/982583742224007168","TWITTER","Canada","English","No","4/7/2018 11:39","4/7/2018 11:40","Positive",0,0,0,0,0,0,-1,241,14527,452,""
"1852","REP_HUNTER",8851,7.57552e+11,9.82607e+17,1305596696,"TWEET FROM: Rep_Hunter","WATCH: About to go #LIVE on @foxandfriends on @FoxNews. Tune in! #BetterWithFriends","http://twitter.com/1305596696/statuses/982607042962710528","TWITTER","Canada","English","No","4/7/2018 13:12","4/7/2018 13:12","Positive",0,0,0,0,0,0,-1,241,14535,454,""
"1853","REP_HUNTER",5018,7.61748e+11,9.86677e+17,1305596696,"TWEET FROM: Rep_Hunter",".@Rep_Hunter's bill expands access to shooting ranges on public lands. H.R. 788 is a win for:  ✔️ Hunters ✔️ Recreational Shooters ✔️ Wildlife Conservation #2A https://t.co/833d57GWfL","http://twitter.com/1305596696/statuses/986677499399737345","TWITTER","Canada","English","No","4/18/2018 18:47","4/18/2018 18:47","Positive",0,0,0,0,0,0,-1,243,14625,461,"RETWEET"
